CIPFamily,CIPCode,Type,General,TextChange,CIPTitle,CIPDefinition,CrossReferences,Examples
40,40.0607,Physical Science,Science,no,"Oceanography, Chemical and Physical.","A program that focuses on the scientific study of the chemical components, mechanisms, structure, and movement of ocean waters and their interaction with terrestrial and atmospheric phenomena.  Includes instruction in material inputs and outputs, chemical and biochemical transformations in marine systems, equilibria studies, inorganic and organic ocean chemistry, oceanographic processes, sediment transport, zone processes, circulation, mixing, tidal movements, wave properties, and seawater properties.",26.1302 - Marine Biology and Biological Oceanography.,Examples: - Hydrogeology
40,40.0699,Physical Science,Science,no,"Geological and Earth Sciences/Geosciences, Other.",Any instructional program in geological and related sciences not listed above.,,"Examples: - Geodetics, - Geodesy"
40,40.08,Physical Science,Science,no,Physics.,Instructional content for this group of programs is defined in codes 40.0801 - 40.0899.,,"Examples: - Geodetics, - Geodesy"
40,40.0801,Physical Science,Science,no,"Physics, General.","A general program that focuses on the scientific study of matter and energy, and the formulation and testing of the laws governing the behavior of the matter-energy continuum.  Includes instruction in classical and modern physics, electricity and magnetism, thermodynamics, mechanics, wave properties, nuclear processes, relativity and quantum theory, quantitative methods, and laboratory methods.",14.1201 - Engineering Physics/Applied Physics.,"Examples: - Geodetics, - Geodesy"
40,40.0802,Physical Science,Science,yes,Atomic/Molecular Physics.,"A program that focuses on the scientific study of the behavior of matter-energy phenomena at the level of atoms and molecules. Includes instruction in chemical physics, atomic forces and structure, molecular orbital theory, magnetic resonance, molecular bonding, phase equilibria, quantum theory of solids, and applications to the study of specific elements and higher compounds.",,"Examples: - Geodetics, - Geodesy"
40,40.0804,Physical Science,Science,no,Elementary Particle Physics.,"A program that focuses on the scientific study of the basic constituents of sub-atomic matter and energy, and the forces governing fundamental processes.  Includes instruction in quantum theory, field theory, single-particle systems, perturbation and scattering theory, matter-radiation interaction, symmetry, quarks, capture, Schroedinger mechanics, methods for detecting particle emission and absorption, and research equipment operation and maintenance.",,"Examples: - Geodetics, - Geodesy"
40,40.0805,Physical Science,Science,no,Plasma and High-Temperature Physics.,"A program that focuses on the scientific study of properties and behavior of matter at high temperatures, such that molecular and atomic structures are in a disassociated ionic or electronic state.  Includes instruction in magnetohydrodynamics, free electron phenomena, fusion theory, electromagnetic fields and dynamics, plasma and non-linear wave theory, instability theory, plasma shock phenomena, quantitative modeling, and research equipment operation and maintenance.",,"Examples: - Geodetics, - Geodesy"
40,40.0806,Physical Science,Science,yes,Nuclear Physics.,"A program that focuses on the scientific study of the properties and behavior of atomic nuclei.  Includes instruction in nuclear reaction theory, quantum mechanics, energy conservation, nuclear fission and fusion, strong and weak forces, nuclear modeling, nuclear decay, nucleon scattering, pairing, photon and electron reactions, the physics of nuclear effects, statistical methods, and research equipment operation and maintenance.",14.2301 - Nuclear Engineering.,Examples: - Nuclear Effects
40,40.0807,Physical Science,Science,no,Optics/Optical Sciences.,"A program that focuses on the scientific study of light energy, including its structure, properties and behavior under different conditions.  Includes instruction in wave theory, wave mechanics, electromagnetic theory, physical optics, geometric optics, quantum theory of light, photon detecting, laser theory, wall and beam properties, chaotic light, non-linear optics, harmonic generation, optical systems theory, and applications to engineering problems.",14.1003 - Laser and Optical Engineering.,"Examples: - Electro-Optics, - Atmospheric and Space Optics"
40,40.0808,Physical Science,Science,yes,Condensed Matter and Materials Physics.,"A program that focuses on the scientific study of macroscopic physical phenomena and properties that arise from basic microscopic interactions.  Includes instruction in low-temperature and solid-state physics, x-ray physics, liquids and soft materials, including the study of semiconductors, metals, superliquids, magnets, superconductors, glasses, gels, polymers, colloids, neural networks, and macromolecules.",,"Examples: - Electro-Optics, - Atmospheric and Space Optics"
40,40.0809,Physical Science,Science,no,Acoustics.,"A program that focuses on the scientific study of sound, and the properties and behavior of acoustic wave phenomena under different conditions.  Includes instruction in wave theory, the acoustic wave equation, energy transformation, vibration phenomena, sound reflection and transmission, scattering and surface wave phenomena, singularity expansion theory, ducting, and applications to specific research problems such as underwater acoustics, crystallography, and health diagnostics.",,"Examples: - Electro-Optics, - Atmospheric and Space Optics"
40,40.0810,Physical Science,Science,no,Theoretical and Mathematical Physics.,"A program that focuses on the scientific and mathematical formulation and evaluation of the physical laws governing, and models describing, matter-energy phenomena, and the analysis of related experimental designs and results.  Includes instruction in classical and quantum theory, relativity theory, field theory, mathematics of infinite series, vector and coordinate analysis, wave and particle theory, advanced applied calculus and geometry, analyses of continuum, cosmology, and statistical theory and analysis.",,"Examples: - Electro-Optics, - Atmospheric and Space Optics"
40,40.0899,Physical Science,Science,no,"Physics, Other.",Any instructional program in physics not listed above.,,Examples: - Electrodynamics
40,40.10,Physical Science,Science,no,Materials Sciences.,Instructional content for this group of programs is defined in codes 40.1001 - 40.1099.,,Examples: - Electrodynamics
40,40.1001,Physical Science,Science,no,Materials Science.,"A program that focuses on the general application of mathematical and scientific principles to the analysis and evaluation of the characteristics and behavior of solids, including internal structure, chemical properties, transport and energy flow properties, thermodynamics of solids, stress and failure factors, chemical transformation states and processes, compound materials, and research on industrial applications of specific materials.","14.1801 - Materials Engineering., 40.1002 - Materials Chemistry.","Examples: - Mechanical Properties of Materials, - Structural Materials, - Electronic and Optical Materials, - Biomaterials, - Materials Theory, - Surface Technology"
