"CIPCode2000","CIPTitle2000","Action","Text change","CIPCode2010","CIPTitle2010"
="22.00","Non-Professional General Legal Studies (Undergraduate).","No substantive changes",no,="22.00","Non-Professional General Legal Studies (Undergraduate)."
="22.0000","Legal Studies, General.","No substantive changes",no,="22.0000","Legal Studies, General."
="22.0001","Pre-Law Studies.","No substantive changes",no,="22.0001","Pre-Law Studies."
="22.01","Law (LL.B, J.D.)","No substantive changes",no,="22.01","Law."
="22.0101","Law (LL.B., J.D.)","No substantive changes",no,="22.0101","Law."
="22.02","Legal Research and Advanced Professional Studies (Post-LL.B./J.D.)","No substantive changes",no,="22.02","Legal Research and Advanced Professional Studies."
="22.0201","Advanced Legal Research/Studies, General (LL.M., M.C.L., M.L.I., M.S.L., J.S.D./S.J.D.)","No substantive changes",no,="22.0201","Advanced Legal Research/Studies, General."
="22.0202","Programs for Foreign Lawyers (LL.M., M.C.L.)","No substantive changes",no,="22.0202","Programs for Foreign Lawyers."
="22.0203","American/U.S. Law/Legal Studies/Jurisprudence (LL.M., M.C.J., J.S.D./S.J.D.)","No substantive changes",no,="22.0203","American/U.S. Law/Legal Studies/Jurisprudence."
="22.0204","Canadian Law/Legal Studies/Jurisprudence (LL.M., M.C.J., J.S.D./S.J.D.)","No substantive changes",no,="22.0204","Canadian Law/Legal Studies/Jurisprudence."
="22.0205","Banking, Corporate, Finance, and Securities Law (LL.M., J.S.D./S.J.D.)","No substantive changes",no,="22.0205","Banking, Corporate, Finance, and Securities Law."
="22.0206","Comparative Law (LL.M., M.C.L., J.S.D./S.J.D.)","No substantive changes",no,="22.0206","Comparative Law."
="22.0207","Energy, Environment, and Natural Resources Law (LL.M., M.S., J.S.D./S.J.D.)","No substantive changes",no,="22.0207","Energy, Environment, and Natural Resources Law."
="22.0208","Health Law (LL.M., M.J., J.S.D./S.J.D.)","No substantive changes",no,="22.0208","Health Law."
="22.0209","International Law and Legal Studies (LL.M., J.S.D./S.J.D.)","No substantive changes",no,="22.0209","International Law and Legal Studies."
="22.0210","International Business, Trade, and Tax Law (LL.M., J.S.D./S.J.D.)","No substantive changes",no,="22.0210","International Business, Trade, and Tax Law."
="22.0211","Tax Law/Taxation (LL.M, J.S.D./S.J.D.)","No substantive changes",no,="22.0211","Tax Law/Taxation."
"","","New",no,="22.0212","Intellectual Property Law."
="22.0299","Legal Research and Advanced Professional Studies, Other.","No substantive changes",no,="22.0299","Legal Research and Advanced Professional Studies, Other."
="22.03","Legal Support Services.","No substantive changes",no,="22.03","Legal Support Services."
="22.0301","Legal Administrative Assistant/Secretary.","No substantive changes",no,="22.0301","Legal Administrative Assistant/Secretary."
="22.0302","Legal Assistant/Paralegal.","No substantive changes",no,="22.0302","Legal Assistant/Paralegal."
="22.0303","Court Reporting/Court Reporter.","No substantive changes",no,="22.0303","Court Reporting/Court Reporter."
="22.0399","Legal Support Services, Other.","No substantive changes",no,="22.0399","Legal Support Services, Other."
="22.99","Legal Professions and Studies, Other.","No substantive changes",no,="22.99","Legal Professions and Studies, Other."
="22.9999","Legal Professions and Studies, Other.","No substantive changes",no,="22.9999","Legal Professions and Studies, Other."
="23","ENGLISH LANGUAGE AND LITERATURE/LETTERS.","No substantive changes",no,="23","ENGLISH LANGUAGE AND LITERATURE/LETTERS."
="23.01","English Language and Literature, General.","No substantive changes",no,="23.01","English Language and Literature, General."
="23.0101","English Language and Literature, General.","No substantive changes",no,="23.0101","English Language and Literature, General."
="23.04","English Composition.","Deleted",no,="23.04","Deleted"
="23.0401","English Composition.","Deleted",no,="23.0401","Deleted, report under 23.1301"
="23.05","Creative Writing.","Deleted",no,="23.05","Deleted"
="23.0501","Creative Writing.","Moved to",no,="23.1302","Creative Writing."
="23.07","American Literature (United States and Canadian.)","Deleted",no,="23.07","Deleted"
="23.0701","American Literature (United States).","Moved to",no,="23.1402","American Literature (United States)."
="23.0702","American Literature (Canadian).","Moved to",no,="23.1403","American Literature (Canadian)."
="23.08","English Literature (British and Commonwealth).","Deleted",no,="23.08","Deleted"
="23.0801","English Literature (British and Commonwealth).","Moved to",no,="23.1404","English Literature (British and Commonwealth)."
="23.10","Speech and Rhetorical Studies.","Deleted",no,="23.10","Deleted"
="23.1001","Speech and Rhetorical Studies.","Deleted",no,="23.1001","Deleted, report under 23.1304"
="23.11","Technical and Business Writing.","Deleted",no,="23.11","Deleted"
="23.1101","Technical and Business Writing.","Moved to",yes,="23.1303","Professional, Technical, Business, and Scientific Writing."
"","","New",no,="23.13","Rhetoric and Composition/Writing Studies."
"","","New",no,="23.1301","Writing, General."
"","","New",no,="23.1304","Rhetoric and Composition."
"","","New",no,="23.1399","Rhetoric and Composition/Writing Studies, Other."
"","","New",no,="23.14","Literature."
"","","New",no,="23.1401","General Literature."
"","","New",no,="23.1405","Children's and Adolescent Literature."
"","","New",no,="23.1499","Literature, Other."
="23.99","English Language and Literature/Letters, Other.","No substantive changes",no,="23.99","English Language and Literature/Letters, Other."
="23.9999","English Language and Literature/Letters, Other.","No substantive changes",no,="23.9999","English Language and Literature/Letters, Other."
="24","LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","No substantive changes",no,="24","LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES."
="24.01","Liberal Arts and Sciences, General Studies and Humanities.","No substantive changes",no,="24.01","Liberal Arts and Sciences, General Studies and Humanities."
="24.0101","Liberal Arts and Sciences/Liberal Studies.","No substantive changes",no,="24.0101","Liberal Arts and Sciences/Liberal Studies."
="24.0102","General Studies.","No substantive changes",no,="24.0102","General Studies."
="24.0103","Humanities/Humanistic Studies.","No substantive changes",no,="24.0103","Humanities/Humanistic Studies."
="24.0199","Liberal Arts and Sciences, General Studies and Humanities, Other.","No substantive changes",no,="24.0199","Liberal Arts and Sciences, General Studies and Humanities, Other."
="25","LIBRARY SCIENCE.","No substantive changes",no,="25","LIBRARY SCIENCE."
="25.01","Library Science/Librarianship.","No substantive changes",yes,="25.01","Library Science and Administration."
="25.0101","Library Science/Librarianship.","No substantive changes",yes,="25.0101","Library and Information Science."
"","","New",no,="25.0102","Children and Youth Library Services."
"","","New",no,="25.0103","Archives/Archival Administration."
"","","New",no,="25.0199","Library Science and Administration, Other."
="25.03","Library Assistant.","No substantive changes",yes,="25.03","Library and Archives Assisting."
="25.0301","Library Assistant/Technician.","No substantive changes",yes,="25.0301","Library and Archives Assisting."
="25.99","Library Science, Other.","No substantive changes",no,="25.99","Library Science, Other."
="25.9999","Library Science, Other.","No substantive changes",no,="25.9999","Library Science, Other."
="26","BIOLOGICAL AND BIOMEDICAL SCIENCES.","No substantive changes",no,="26","BIOLOGICAL AND BIOMEDICAL SCIENCES."
="26.01","Biology, General.","No substantive changes",no,="26.01","Biology, General."
="26.0101","Biology/Biological Sciences, General.","No substantive changes",no,="26.0101","Biology/Biological Sciences, General."
="26.0102","Biomedical Sciences, General.","No substantive changes",no,="26.0102","Biomedical Sciences, General."
="26.02","Biochemistry, Biophysics and Molecular Biology.","No substantive changes",no,="26.02","Biochemistry, Biophysics and Molecular Biology."
="26.0202","Biochemistry.","No substantive changes",no,="26.0202","Biochemistry."
="26.0203","Biophysics.","No substantive changes",no,="26.0203","Biophysics."
="26.0204","Molecular Biology.","No substantive changes",no,="26.0204","Molecular Biology."
="26.0205","Molecular Biochemistry.","No substantive changes",no,="26.0205","Molecular Biochemistry."
="26.0206","Molecular Biophysics.","No substantive changes",no,="26.0206","Molecular Biophysics."
="26.0207","Structural Biology.","No substantive changes",no,="26.0207","Structural Biology."
="26.0208","Photobiology.","No substantive changes",no,="26.0208","Photobiology."
="26.0209","Radiation Biology/Radiobiology.","No substantive changes",no,="26.0209","Radiation Biology/Radiobiology."
="26.0210","Biochemistry/Biophysics and Molecular Biology.","No substantive changes",yes,="26.0210","Biochemistry and Molecular Biology."
="26.0299","Biochemistry, Biophysics and Molecular Biology, Other.","No substantive changes",no,="26.0299","Biochemistry, Biophysics and Molecular Biology, Other."
="26.03","Botany/Plant Biology.","No substantive changes",no,="26.03","Botany/Plant Biology."
="26.0301","Botany/Plant Biology.","No substantive changes",no,="26.0301","Botany/Plant Biology."
="26.0305","Plant Pathology/Phytopathology.","No substantive changes",no,="26.0305","Plant Pathology/Phytopathology."
="26.0307","Plant Physiology.","No substantive changes",no,="26.0307","Plant Physiology."
="26.0308","Plant Molecular Biology.","No substantive changes",no,="26.0308","Plant Molecular Biology."
