CIPCODE,CIPTitle,Discipline,Historical Categories,Associates, Bachelors,Masters,Doctoral
25.0103,Archives/Archival Administration,Library Science,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
25.0199,"Library Science and Administration, Other",Library Science,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
25.0301,Library and Archives Assisting,Library Science,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
25.9999,"Library Science, Other",Library Science,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
26.0101,"Biology/Biological Sciences, General",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0102,"Biomedical Sciences, General",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0202,Biochemistry,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0203,Biophysics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0204,Molecular Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0205,Molecular Biochemistry,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0206,Molecular Biophysics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0207,Structural Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0209,Radiation Biology/ Radiobiology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.021,Biochemistry and Molecular Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0299,"Biochemistry, Biophysics and Molecular Biology, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0301,Botany/Plant Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0305,Plant Pathology/Phytopathology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0307,Plant Physiology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0308,Plant Molecular Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0399,"Botany/Plant Biology, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0401,Cell/Cellular Biology and Histology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0403,Anatomy,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0404,Developmental Biology and Embryology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0406,Cell/Cellular and Molecular Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0407,Cell Biology and Anatomy,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0499,"Cell/Cellular Biology and Anatomical Sciences, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0502,"Microbiology, General",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0503,Medical Microbiology and Bacteriology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0504,Virology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0505,Parasitology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0507,Immunology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0508,Microbiology and Immunology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0599,"Microbiological Sciences and Immunology, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0613,"Genetics, Plant and Animal",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0699,"Miscellaneous Biological Specializations, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0701,Zoology/Animal Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0702,Entomology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0706,Animal Physiology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0707,Animal Physiology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0708,Animal Behavior and Ethology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0709,Wildlife Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0788,"Physiology, Human and Animal",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0799,"Zoology/Animal Biology, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0801,"Genetics, General",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0802,Molecular Genetics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0804,Animal Genetics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0805,Plant Genetics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0806,Human/Medical Genetics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0807,Genome Sciences/Genomics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0888,"Genetics, Plant and Animal",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0899,"Genetics, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0901,"Physiology, General",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0902,Molecular Physiology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0903,Cell Physiology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0904,Endocrinology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0905,Reproductive Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0907,Cardiovascular Science,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0908,Exercise Physiology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0909,Vision Science/Physiological Optics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.091,Pathology/Experimental Pathology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0911,Oncology and Cancer Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0912,Aerospace Physiology and Medicine,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0988,Medical Physiology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.0999,"Physiology, Pathology, and Related Sciences, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1001,Pharmacology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1002,Molecular Pharmacology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1003,Neuropharmacology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1004,Toxicology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1005,Molecular Toxicology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1006,Environmental Toxicology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1007,Pharmacology and Toxicology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1101,Biometry/ Biometrics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1102,Biostatistics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1103,Bioinformatics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1104,Computational Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1201,Biotechnology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1301,Ecology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1302,Marine Biology and Biological Oceanography,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1303,Evolutionary Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1304,Aquatic Biology/Limnology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1305,Environmental Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1306,Population Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1307,Conservation Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1308,Systematic Biology/Biological Systematics,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1309,Epidemiology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Health & Medical,Health & Medical
26.131,Ecology and Evolutionary Biology,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1399,"Ecology, Evolution, Systematics and Population Biology, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1401,Molecular Medicine,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1501,Neuroscience,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1502,Neuroanatomy,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1503,Neurobiology and Anatomy,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1504,Neurobiology and Behavior,Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.1599,"Neurobiology and Neurosciences, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
26.9999,"Biological and Biomedical Sciences, Other",Biology,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0101,"Mathematics, General",Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0102,Algebra and Number Theory,Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0103,Analysis and Functional Analysis,Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0105,Topology  and Foundations--NEW,Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0199,"Mathematics, Other",Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0301,"Applied Mathematics, General",Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0303,Computational Mathematics,Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0304,Computational and Applied Mathematics,Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0305,Financial Mathematics,Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0306,Mathematical Biology,Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
27.0399,"Applied Mathematics, Other",Math and Statistics,,Health/Medical & Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences
